position,TerrainSlope,lon,lat
51.049285,5.638922,-153.43268,-85.345946
51.2191,6.678216,-153.434471,-85.351544
51.388915,6.991811,-153.436267,-85.357142
51.55873,7.052465,-153.438078,-85.362741
51.728544,7.593338,-153.439872,-85.368339
51.898359,8.105068,-153.441681,-85.373937
52.068174,7.800349,-153.443505,-85.379535
52.237989,7.204178,-153.445312,-85.385134
52.407804,6.80691,-153.447134,-85.390732
52.577619,6.093354,-153.44896,-85.39633
52.747433,5.158044,-153.450791,-85.401928
52.750796,5.158044,-153.450827,-85.402039
52.920611,4.773901,-153.400094,-85.40589
53.090425,3.298268,-153.349265,-85.409737
53.26024,1.937509,-153.298352,-85.41358
53.430055,4.50639,-153.247353,-85.41742
53.536475,6.59016,-153.215349,-85.419825
53.70629,5.349527,-153.147734,-85.418342
53.876104,5.430488,-153.080157,-85.416854
54.045919,5.737276,-153.012622,-85.415361
54.215734,6.001746,-152.945138,-85.413859
54.385549,6.329183,-152.877691,-85.412353
54.555364,6.657128,-152.810292,-85.410839
54.725179,6.670944,-152.74294,-85.409319
54.894993,6.3614,-152.67563,-85.407793
55.064808,6.162356,-152.608361,-85.406261
55.234623,6.541951,-152.541144,-85.404722
55.404438,7.243544,-152.473968,-85.403177
55.574253,8.283003,-152.406834,-85.401626
55.744068,8.938159,-152.339749,-85.400069
55.913882,8.518475,-152.272712,-85.398504
56.083697,7.488958,-152.205715,-85.396935
56.253512,6.980893,-152.138769,-85.395357
56.423327,7.137249,-152.071867,-85.393775
56.593142,7.381893,-152.00501,-85.392186
56.762956,7.105995,-151.938196,-85.390592
56.909841,6.37253,-151.880447,-85.389206
57.079656,6.988181,-151.873104,-85.383638
57.24947,7.215968,-151.865782,-85.378069
57.419285,7.268312,-151.858477,-85.3725
57.5891,7.46736,-151.85119,-85.366931
57.758915,7.614899,-151.84392,-85.361362
57.92873,7.820202,-151.836668,-85.355792
58.098545,8.123229,-151.829433,-85.350223
58.268359,8.32358,-151.822215,-85.344653
58.438174,8.727853,-151.815015,-85.339084
58.607989,9.003928,-151.807832,-85.333514
58.777804,8.751632,-151.800665,-85.327945
58.947619,8.330041,-151.793516,-85.322375
59.117434,7.970537,-151.786384,-85.316805
59.287248,7.575084,-151.779269,-85.311235
59.457063,6.527775,-151.77217,-85.305665
59.626878,4.794648,-151.765088,-85.300095
59.796693,2.921925,-151.758023,-85.294525
59.966508,2.293742,-151.750975,-85.288955
60.136323,3.592523,-151.743944,-85.283385
60.306137,4.714825,-151.736928,-85.277814
60.475952,4.997738,-151.72993,-85.272244
60.645767,4.47311,-151.722948,-85.266674
60.815582,4.097418,-151.715982,-85.261103
60.985397,4.019825,-151.709032,-85.255533
61.155211,3.290256,-151.702099,-85.249962
61.325026,2.029178,-151.695182,-85.244391
61.494841,1.87684,-151.688281,-85.23882
61.664656,3.392342,-151.681396,-85.233249
61.834471,5.233292,-151.674527,-85.227679
62.004286,6.802259,-151.667675,-85.222108
62.1741,7.986157,-151.660838,-85.216536
62.343915,9.055243,-151.654017,-85.210965
62.40635,9.055243,-151.651513,-85.208917
62.576165,9.55781,-151.715779,-85.207323
62.74598,9.322364,-151.78,-85.205723
62.915794,8.507801,-151.844174,-85.204115
63.085609,7.765427,-151.908312,-85.202504
63.255424,7.083867,-151.972401,-85.200884
63.425239,6.243901,-152.036449,-85.19926
63.595054,4.849935,-152.100454,-85.19763
63.764869,3.978594,-152.164416,-85.195993
63.934683,3.942666,-152.228337,-85.194352
64.104498,4.312188,-152.292208,-85.192703
64.274313,5.417401,-152.356039,-85.191048
64.444128,6.457745,-152.419826,-85.189388
64.613943,7.505984,-152.483572,-85.187723
64.783758,8.310203,-152.54727,-85.186051
64.953572,8.560468,-152.610922,-85.184372
65.123387,9.030812,-152.674532,-85.182688
65.293202,9.131565,-152.738098,-85.180998
65.463017,8.61196,-152.801619,-85.179303
65.632832,8.161195,-152.865096,-85.177601
65.802647,7.621326,-152.928528,-85.175894
65.972461,6.32739,-152.991915,-85.17418
66.142276,5.485332,-153.055257,-85.172461
66.312091,5.962635,-153.118554,-85.170736
66.481906,6.886999,-153.181806,-85.169005
66.651721,7.77897,-153.245012,-85.167269
66.821535,8.252563,-153.308173,-85.165526
66.99135,8.896371,-153.371292,-85.163778
67.140203,10.088827,-153.426579,-85.162241
67.310018,9.331965,-153.492395,-85.161501
67.479833,9.536537,-153.558191,-85.160755
67.649647,9.433274,-153.623966,-85.160002
67.819462,8.845276,-153.689724,-85.159244
67.989277,8.141255,-153.755457,-85.158478
68.159092,7.902638,-153.821172,-85.157706
68.328907,7.831198,-153.886867,-85.15693
68.498721,7.045805,-153.952537,-85.156144
68.668536,5.652117,-154.018188,-85.155354
68.838351,4.954261,-154.08382,-85.154558
69.008166,5.311848,-154.149426,-85.153754
69.177981,6.097575,-154.215012,-85.152944
69.347796,6.860162,-154.280576,-85.152128
69.51761,7.924044,-154.346119,-85.151306
69.687425,9.443297,-154.411641,-85.150479
69.85724,10.510012,-154.477136,-85.149643
70.027055,11.009992,-154.542611,-85.148802
70.19687,10.801579,-154.608063,-85.147955
70.366685,10.122426,-154.673492,-85.147101
70.536499,10.173514,-154.738899,-85.146241
70.706314,10.242909,-154.804282,-85.145375
70.788612,10.242909,-154.83596,-85.144953
70.958427,9.228621,-154.871578,-85.140234
71.128242,8.004055,-154.907118,-85.135513
71.298056,6.556885,-154.94259,-85.130791
71.467871,5.239308,-154.977985,-85.126066
